Subcellular location ID	Name	Category	Gene Ontologies	Is a	Description	Keyword	Synonyms	Links	References	Note	Content	Is part of	Statistics
SL-0162	Membrane	Cellular component	GO:0016020:membrane		A membrane is a lipid bilayer which surrounds enclosed spaces and compartments. This selectively permeable structure is essential for effective separation of a cell or organelle from its surroundings. Membranes are composed of various types of molecules such as phospholipids, integral membrane proteins, peripheral proteins, glycoproteins, glycolipids, etc. The relative amounts of these components as well as the types of lipids are non-randomly distributed from membrane to membrane as well as between the two leaflets of a membrane.	KW-0472					Membrane		reviewed:117932; annotated:35438529
SL-0163	Microneme	Cellular component	GO:0020009:microneme	SL-0244; Secretory vesicle; LOCATION	The microneme is an Apicomplexan parasite organelle. Apicomplexa are named for the unique set of morphologically distinct secretory organelles (refered to as the apical complex)- micronemes, rhoptries and dense granules - whose sequential secretion is required for the invasion of host cells. Micronemes are the smallest, they are involved in the early stages of invasion.						Cytoplasmic vesicle, secretory vesicle, microneme		reviewed:23; annotated:0
SL-0164	Microneme membrane	Cellular component	GO:0033163:microneme membrane	SL-0245; Secretory vesicle membrane; LOCATION	The membrane surrounding a microneme.		Micronemal membrane				Cytoplasmic vesicle, secretory vesicle, microneme membrane	SL-0163; Microneme; LOCATION	reviewed:9; annotated:0
SL-0165	Microsome membrane	Cellular component		SL-0162; Membrane; LOCATION	The membrane surrounding the microsome.		Microsomal membrane				Microsome membrane	SL-0147; Endomembrane system; LOCATION, SL-0166; Microsome; LOCATION	reviewed:780; annotated:68821
SL-0166	Microsome	Cellular component			The microsomes are a heterogenous set of vesicles 20-200nm in diameter and formed from the endoplasmic reticulum when cells are disrupted. The vesicles are isolated by differential centrifugation and are composed of three structural features: rough vesicles, smooth vesicles and ribosomes. Numerous enzyme activities are associated with the microsomal fraction.	KW-0492					Microsome	SL-0095; Endoplasmic reticulum; LOCATION	reviewed:925; annotated:71406
SL-0167	Mitochondrion envelope	Cellular component	GO:0005740:mitochondrial envelope		The mitochondrial envelope comprises the inner and outer mitochondrial membrane including the intermembrane space.		Mitochondrial envelope				Mitochondrion envelope	SL-0173; Mitochondrion; LOCATION	reviewed:10357; annotated:3240006
SL-0168	Mitochondrion inner membrane	Cellular component	GO:0005743:mitochondrial inner membrane	SL-0171; Mitochondrion membrane; LOCATION	The inner membrane of a mitochondrion is the membrane which separates the mitochondrial matrix from the intermembrane space.	KW-0999	Inner mitochondrial membrane, Mitochondrial inner membrane				Mitochondrion inner membrane		reviewed:7164; annotated:2823327
SL-0169	Mitochondrion intermembrane space	Cellular component	GO:0005758:mitochondrial intermembrane space		The mitochondrial intermembrane space is the space between inner and outer mitochondrial membrane.		Mitochondrial intermembrane space, Mitochondrial periplasm, Mitochondrial periplasmic space				Mitochondrion intermembrane space	SL-0167; Mitochondrion envelope; LOCATION	reviewed:730; annotated:45184
SL-0170	Mitochondrion matrix	Cellular component	GO:0005759:mitochondrial matrix		The matrix of a mitochondrion is the mitochondrion internal spaces enclosed by the inner membrane. Several of the steps in cellular respiration occur in the matrix due to its high concentration of enzymes.		Mitochondrial matrix				Mitochondrion matrix	SL-0173; Mitochondrion; LOCATION	reviewed:1857; annotated:112105
SL-0171	Mitochondrion membrane	Cellular component	GO:0031966:mitochondrial membrane	SL-0162; Membrane; LOCATION	The membrane surrounding a mitochondrion. This term is used when it is not known if the protein is found in or associated with the inner or outer mitochondrial membrane.		Mitochondrial membrane				Mitochondrion membrane	SL-0167; Mitochondrion envelope; LOCATION	reviewed:9758; annotated:3216075
SL-0172	Mitochondrion outer membrane	Cellular component	GO:0005741:mitochondrial outer membrane	SL-0171; Mitochondrion membrane; LOCATION	The outer membrane of a mitochondrion is the mitochondrial membrane facing the cytoplasm.	KW-1000	Mitochondrial outer membrane, Outer mitochondrial membrane				Mitochondrion outer membrane		reviewed:1313; annotated:143005
SL-0173	Mitochondrion	Cellular component	GO:0005739:mitochondrion		The mitochondrion is a semiautonomous, self-reproducing organelle that occurs in the cytoplasm of all cells of most, but not all, eukaryotes. Each mitochondrion is surrounded by a double limiting membrane. The inner membrane is highly invaginated, and its projections are called cristae. Mitochondria are the sites of the reactions of oxidative phosphorylation, which result in the formation of ATP. The size and coding capacity of the mitochondrial DNA varies considerably in different organisms, and encodes rRNAs, tRNAs and essential mitochondrial proteins.	KW-0496					Mitochondrion		reviewed:17614; annotated:3814571
SL-0174	Multivesicular body	Cellular component	GO:0005771:multivesicular body	SL-0152; Late endosome; LOCATION	The multivesicular bodies are a type of late endosome containing internal vesicles formed following the inward budding of the outer endosomal membrane. The contents of the MVBs are then released into the lysosome lumen. The proteins found in the limiting membrane of MVBs are recycled to other compartments.		Corpuscula multivesicularis, ECV, Endosomal carrier vesicle, Multivesicular bodies, MVB	http://www.uni-mainz.de/FB/Medizin/Anatomie/workshop/EM/EMMVBE.html			Endosome, multivesicular body		reviewed:225; annotated:9673
SL-0175	Multivesicular body membrane	Cellular component	GO:0032585:multivesicular body membrane	SL-0100; Endosome membrane; LOCATION	The membrane surrounding the multivesicular bodies.		Corpuscula multivesicularis membrane, ECV membrane, Endosomal carrier vesicle membrane, Multivesicular bodies membrane, MVB membrane				Endosome, multivesicular body membrane	SL-0174; Multivesicular body; LOCATION	reviewed:112; annotated:9246
SL-0176	Myelin membrane	Cellular component	GO:0043209:myelin sheath	SL-0039; Cell membrane; LOCATION	The myelin membrane is the white matter coating our nerves, enabling them to conduct impulses between the brain and other parts of the body. It consists of a layer of proteins packed between two layers of lipids. This specialized cell membrane is produced by oligodendrocytes in the central nervous system, and Schwann cells in the peripheral nervous system. Myelin sheaths wrap themselves around axons, the threadlike extensions of neurons that make up nerve fibers. Each oligodendrocyte can myelinate several axons. The major function of myelin is to increase the velocity of propagation of nerve impulses.		Myelin, Myelin sheath	https://www.myelin.org/			Myelin membrane		reviewed:36; annotated:2979
SL-0177	Nematocyst	Cellular component	GO:0042151:nematocyst		The nematocyst is an organelle found in nematoblast (cnidoblast) cells. When matured, these stinging organelles store toxins and can deliver them when the cnidocil (a short extension of the nematocyst) is stimulated by a prey or another stimulus. These proteins are principally found in anemones and jellyfishes.	KW-0166	Cnidocyst				Nematocyst		reviewed:342; annotated:1768
SL-0178	Nucleus envelope	Cellular component	GO:0005635:nuclear envelope		The nuclear envelope is a membrane system which surrounds the nucleoplasm of eukaryotic cells. It is composed of the nuclear lamina, nuclear pore complexes and two nuclear membranes. The space between the two membranes is called the nuclear intermembrane space.		Karyotheca, Nuclear envelope, Nucleolemma, Perinuclear envelope				Nucleus envelope	SL-0191; Nucleus; LOCATION	reviewed:1592; annotated:152275
SL-0179	Nucleus inner membrane	Cellular component	GO:0005637:nuclear inner membrane	SL-0182; Nucleus membrane; LOCATION	The inner membrane of the nucleus is the membrane which separates the nuclear matrix from the intermembrane space. In mammals, the inner nuclear membrane is associated with heterochromatin and the nuclear lamina.		Inner nuclear membrane, Nuclear inner membrane				Nucleus inner membrane		reviewed:211; annotated:24939
SL-0180	Nucleus lamina	Cellular component	GO:0005652:nuclear lamina		The nuclear lamina is a meshwork of intermediate filament proteins called lamins and lamin-binding proteins that are embedded in the inner nuclear membrane.		Nuclear lamina				Nucleus lamina	SL-0178; Nucleus envelope; LOCATION	reviewed:38; annotated:6063
SL-0181	Nucleus matrix	Cellular component	GO:0016363:nuclear matrix		The nuclear matrix is a three-dimensional filamentous protein network, found in the nucleoplasm, which provides a structural framework for organising chromatin, while facilitating transcription and replication.		Nuclear matrix, Nuclear scaffold, Nuclear skeleton				Nucleus matrix	SL-0191; Nucleus; LOCATION	reviewed:241; annotated:7343
SL-0182	Nucleus membrane	Cellular component	GO:0031965:nuclear membrane	SL-0162; Membrane; LOCATION	The membrane surrounding the nucleus. This term is used when it is not known if the protein is found in or associated with the inner or outer nuclear membrane.		Nuclear membrane				Nucleus membrane	SL-0147; Endomembrane system; LOCATION, SL-0178; Nucleus envelope; LOCATION	reviewed:1052; annotated:80015
SL-0183	Nucleus outer membrane	Cellular component	GO:0005640:nuclear outer membrane	SL-0182; Nucleus membrane; LOCATION	The outer membrane of the nucleus is the membrane facing the cytoplasm. In mammals, the outer nuclear membrane is continuous in many places with the rough endoplasmic reticulum and is dotted with ribosomes.		Nuclear outer membrane, Outer nuclear membrane				Nucleus outer membrane		reviewed:92; annotated:10734
SL-0184	Nucleus intermembrane space	Cellular component	GO:0005641:nuclear envelope lumen		The nuclear intermembrane space is the space between the inner and outer nuclear membranes.		Nuclear envelope lumen, Nuclear intermembrane space, Nuclear periplasm, Nuclear periplasmic space, Nucleus envelope lumen, Perinuclear space				Nucleus intermembrane space	SL-0178; Nucleus envelope; LOCATION	reviewed:5; annotated:0
SL-0185	Nuclear pore complex	Cellular component	GO:0005643:nuclear pore		The nuclear pore complex (NPC) constitutes the exclusive means of nucleocytoplasmic transport in eukaryotes during interphase. NPCs allow the passive diffusion of ions and small molecules (up to about 20 kDa or 5 nm) and the active, nuclear transport receptor (karyopherin: importin and exportin)-mediated bidirectional transport of macromolecules such as proteins, RNAs, ribonucleoprotein (RNPs), and ribosomal subunits (up to about 10 MDa) across the double-membrane nuclear envelope. NPC components, collectively referred to as nucleoporins (NUPs), can play the role of both NPC structural components and of docking or interaction partners for transiently associated nuclear transport factors. The NPC is composed of at least 30 distinct subunits, shows 8-fold rotational symmetry with specialized structures on the cyto- and nucleoplasmic side and in the nuclear envelope embedded core. The MW varies from about 44-60 MDa in S. cerevisiae to 60-120 MDa in vertebrates, yet the overall architecture is conserved.	KW-0906	NPC, Nuclear pore				Nucleus, nuclear pore complex	SL-0178; Nucleus envelope; LOCATION	reviewed:384; annotated:64630
